seq_index;GeneChoice_V_gene_Undefined_side_prio7_size103;GeneChoice_J_gene_Undefined_side_prio6_size68;Deletion_V_gene_Three_prime_prio5_size21;Deletion_J_gene_Five_prime_prio5_size23;Insertion_VJ_gene_Undefined_side_prio4_size41;DinucMarkov_VJ_gene_Undefined_side_prio3_size16;Errors
390;(58);(15);(6);(6);(4);(3,2,2,2);(13,131)
391;(13);(45);(8);(12);(1);(3);()
392;(28);(50);(9);(11);(7);(3,3,3,2,0,3,0);(124)
393;(14);(62);(9);(0);(3);(1,3,1);(84)
394;(42);(55);(9);(6);(10);(2,2,2,0,3,2,2,2,2,2);(62,224)
395;(7);(42);(5);(16);(10);(3,2,0,0,0,1,1,1,1,0);()
396;(13);(20);(5);(8);(6);(0,3,3,0,0,0);(16,17)
397;(99);(59);(8);(6);(9);(3,0,2,3,3,0,2,2,0);()
398;(18);(31);(3);(10);(19);(3,1,3,3,1,1,3,1,1,2,0,1,1,1,3,1,2,1,2);()
399;(47);(34);(5);(5);(2);(0,2);(23)
400;(25);(20);(14);(8);(4);(1,1,3,1);()
401;(58);(55);(4);(9);(11);(0,0,3,1,3,1,1,0,2,2,2);()
402;(25);(55);(8);(12);(11);(0,2,0,2,1,1,0,2,3,3,1);(299,329)
403;(7);(4);(12);(10);(4);(0,0,0,1);()
404;(17);(45);(5);(9);(6);(0,3,3,1,1,3);(19)
405;(18);(41);(5);(11);(3);(1,2,2);(235,332)
406;(74);(45);(7);(15);(10);(1,2,1,0,2,2,3,0,2,1);()
407;(25);(36);(3);(7);(5);(2,2,3,0,2);()
408;(70);(7);(4);(6);(9);(3,2,0,1,2,2,2,2,1);()
409;(25);(39);(10);(7);(7);(3,3,1,1,2,2,1);(163,331)
410;(16);(15);(8);(3);(12);(3,3,3,3,0,1,1,2,0,2,2,2);()
411;(70);(1);(5);(11);(2);(2,1);(64,132,219)
412;(51);(50);(3);(11);(9);(2,3,0,3,3,3,2,2,2);(301)
413;(32);(55);(11);(9);(5);(0,2,2,2,2);()
414;(22);(55);(3);(5);(5);(1,2,2,2,2);()
415;(25);(14);(6);(13);(9);(2,3,3,0,2,2,3,0,0);(62)
416;(47);(28);(9);(4);(5);(1,3,3,0,0);(1,42,150)
417;(14);(47);(7);(12);(14);(0,2,2,0,2,0,0,1,1,2,2,2,2,2);(155)
418;(14);(14);(2);(9);(3);(0,1,0);(56)
419;(17);(11);(7);(5);(4);(2,2,2,2);()
420;(13);(7);(9);(6);(6);(2,2,2,2,2,1);(100)
421;(23);(45);(3);(11);(5);(0,3,0,1,1);(193)
422;(14);(33);(11);(7);(5);(2,0,2,2,1);()
423;(16);(50);(3);(8);(4);(1,1,2,2);(102)
424;(42);(9);(8);(11);(4);(1,1,0,2);(29)
425;(14);(45);(3);(12);(10);(3,0,0,2,3,0,1,2,0,0);(200)
426;(18);(58);(3);(2);(4);(1,3,2,1);(5,146)
427;(32);(54);(7);(4);(8);(1,1,3,3,0,2,2,0);(120,206)
428;(25);(62);(6);(9);(11);(1,0,0,0,2,1,2,3,3,0,0);(181,287)
429;(68);(40);(2);(11);(0);();()
430;(13);(51);(12);(5);(7);(1,3,3,0,2,1,1);(213)
431;(35);(67);(6);(7);(9);(0,2,2,3,1,1,1,0,1);(9,53,236,313)
432;(50);(17);(12);(12);(2);(1,3);(291,315)
433;(25);(17);(4);(10);(3);(1,1,1);(35,154)
434;(72);(56);(9);(8);(4);(0,0,0,3);(150,178)
435;(22);(65);(10);(9);(11);(0,1,1,1,0,0,3,3,1,1,1);(58)
436;(47);(36);(4);(6);(1);(3);(241)
437;(70);(31);(7);(8);(8);(1,2,0,3,1,1,1,1);(81,312)
438;(47);(56);(7);(11);(6);(2,1,1,2,2,3);(198)
439;(23);(44);(11);(8);(12);(0,1,3,3,3,0,3,0,0,1,1,2);(125)
440;(76);(1);(5);(5);(10);(2,2,2,0,2,2,2,2,2,2);()
441;(13);(10);(5);(11);(6);(1,2,2,3,3,0);()
442;(42);(43);(5);(3);(5);(3,3,2,2,2);(25,169,211,213,333)
443;(19);(43);(9);(9);(6);(2,2,1,2,0,2);()
444;(43);(47);(12);(12);(8);(2,2,2,3,2,3,2,0);(215,247)
445;(68);(40);(3);(7);(12);(1,1,0,3,1,1,1,1,2,0,1,1);()
446;(6);(17);(5);(11);(0);();(91)
447;(4);(5);(5);(8);(8);(1,3,0,3,2,1,1,3);(35,97,161)
448;(14);(10);(16);(12);(7);(3,3,2,1,1,2,3);(116,233)
449;(7);(39);(17);(10);(7);(3,3,2,1,2,3,3);(51,86)
450;(18);(49);(10);(7);(5);(2,0,2,2,0);()
451;(50);(40);(11);(9);(9);(2,2,0,0,3,2,2,1,1);(202)
452;(86);(41);(9);(22);(6);(2,0,2,3,2,3);()
453;(33);(34);(5);(4);(2);(2,1);(93,227,301)
454;(47);(17);(6);(11);(6);(3,3,3,2,1,3);(62)
455;(16);(38);(5);(9);(3);(3,1,1);(275)
456;(51);(30);(7);(4);(8);(2,2,2,2,2,0,2,2);()
457;(13);(20);(7);(4);(8);(0,2,2,1,3,2,3,1);()
458;(7);(9);(3);(6);(7);(1,1,3,2,2,3,0);(128,159)
459;(25);(11);(8);(9);(8);(2,3,0,1,1,2,0,2);()
460;(64);(49);(5);(2);(1);(3);(246)
461;(14);(4);(7);(5);(8);(2,2,3,3,3,1,3,3);(171,322)
462;(4);(30);(7);(6);(6);(1,2,1,3,2,2);()
463;(11);(38);(8);(12);(2);(3,3);()
464;(74);(26);(9);(11);(6);(3,0,2,3,1,1);()
465;(16);(31);(3);(6);(5);(1,2,1,0,1);()
466;(14);(54);(5);(8);(15);(1,3,3,1,3,0,2,2,3,3,2,0,0,2,1);()
467;(100);(40);(9);(8);(0);();()
468;(25);(22);(3);(9);(2);(2,3);(276)
469;(23);(55);(12);(9);(6);(2,3,3,0,2,2);()
470;(68);(45);(13);(11);(4);(3,0,0,2);(120)
471;(39);(49);(6);(20);(4);(0,2,0,2);()
472;(86);(44);(9);(7);(0);();(131)
473;(99);(56);(8);(3);(7);(3,3,3,0,2,2,2);()
474;(36);(36);(5);(11);(9);(3,0,2,2,2,1,3,1,1);(318)
475;(6);(37);(4);(9);(6);(2,0,2,1,0,1);()
476;(74);(32);(9);(14);(3);(0,2,2);(23,195,318)
477;(101);(3);(5);(8);(11);(0,2,3,0,0,3,0,0,3,3,3);(211,265)
478;(17);(49);(3);(4);(6);(2,3,0,3,0,0);()
479;(25);(3);(12);(9);(12);(2,2,3,1,3,1,0,0,2,2,1,1);(221)
480;(23);(54);(8);(16);(1);(1);(164,285)
481;(68);(20);(9);(12);(8);(2,3,3,0,0,0,0,0);(170,264)
482;(17);(9);(9);(12);(3);(1,1,2);()
483;(83);(4);(4);(13);(17);(1,3,2,3,3,0,2,1,2,3,2,2,0,3,2,1,0);()
484;(13);(43);(5);(4);(8);(1,1,1,1,1,1,3,2);(99)
485;(17);(56);(4);(8);(9);(2,2,2,0,1,1,0,2,2);()
486;(39);(17);(7);(8);(4);(3,1,1,3);()
487;(47);(55);(2);(8);(5);(0,0,2,1,3);()
488;(14);(47);(5);(6);(9);(2,2,0,0,0,2,1,0,3);()
489;(25);(27);(8);(15);(10);(2,2,3,2,1,1,2,0,2,0);(30,339)
490;(74);(16);(7);(13);(8);(2,2,2,2,2,3,1,1);()
491;(32);(42);(5);(12);(13);(1,1,0,2,2,1,1,2,3,2,2,2,0);(156,325)
492;(17);(16);(9);(12);(11);(2,2,0,1,2,0,0,2,2,2,0);()
493;(16);(15);(7);(8);(4);(0,3,2,0);(119)
494;(73);(33);(8);(4);(9);(0,2,2,3,3,0,1,2,2);(73)
495;(25);(38);(14);(12);(5);(2,0,3,1,1);()
496;(18);(55);(7);(5);(5);(2,2,0,3,1);()
497;(58);(38);(8);(5);(15);(1,1,3,0,1,1,0,2,2,0,0,2,3,1,1);(200)
498;(50);(36);(10);(5);(10);(2,2,2,0,2,2,3,1,3,3);(251)
499;(50);(11);(7);(5);(10);(0,0,0,3,0,3,1,1,3,3);(110,348)
500;(73);(51);(5);(5);(11);(0,2,2,1,1,1,1,1,0,2,2);(311,345)
501;(16);(26);(7);(8);(4);(2,2,0,2);()
502;(51);(30);(4);(6);(15);(0,1,1,3,1,2,1,1,1,1,1,1,0,0,2);(154)
503;(12);(40);(8);(10);(11);(3,2,0,2,0,2,2,2,0,2,3);(258)
504;(60);(28);(15);(4);(4);(0,0,3,2);(165)
505;(47);(58);(8);(9);(6);(0,0,1,1,2,2);()
506;(47);(45);(5);(9);(7);(3,2,1,3,2,0,1);(56,135)
507;(70);(40);(9);(13);(4);(2,2,0,0);()
508;(32);(59);(9);(7);(4);(1,1,1,3);()
509;(42);(42);(4);(13);(6);(1,1,1,1,3,3);()
510;(28);(24);(3);(9);(2);(1,0);(13,249)
511;(47);(52);(3);(5);(4);(3,2,0,0);()
512;(42);(52);(4);(10);(8);(2,0,1,2,0,2,0,3);(39,137)
513;(0);(27);(6);(14);(10);(2,2,0,2,2,0,2,2,2,2);()
514;(25);(2);(7);(11);(2);(1,1);(145,205)
515;(27);(38);(12);(13);(5);(1,2,2,0,1);(170,211,220)
516;(25);(15);(16);(3);(4);(3,1,3,1);()
517;(16);(24);(11);(5);(14);(2,2,3,0,3,2,0,1,1,1,1,0,0,1);(320)
518;(17);(40);(6);(7);(6);(2,1,0,1,1,2);(105)
519;(17);(38);(5);(10);(4);(3,2,0,0);(59)
520;(16);(45);(4);(5);(4);(0,2,2,3);(241)
521;(58);(30);(8);(6);(4);(0,2,3,2);()
522;(35);(4);(9);(10);(8);(0,2,2,1,3,3,1,3);(264)
523;(16);(59);(9);(9);(4);(0,0,2,2);()
524;(25);(25);(10);(2);(10);(1,1,1,0,3,3,0,1,2,2);()
525;(13);(55);(5);(15);(6);(2,3,0,3,1,2);(237)
526;(41);(5);(5);(11);(9);(3,1,1,1,1,3,2,3,1);()
527;(17);(10);(4);(10);(2);(0,0);(288)
528;(4);(22);(3);(9);(4);(2,3,3,2);()
529;(70);(40);(8);(9);(3);(2,2,3);(16,49,142,250)
530;(16);(10);(10);(10);(5);(2,2,0,1,1);(79)
531;(13);(27);(9);(9);(7);(1,1,3,2,1,1,1);(256)
532;(68);(17);(6);(10);(2);(2,3);(253)
533;(58);(56);(2);(8);(8);(2,2,3,1,2,1,1,1);()
534;(73);(45);(7);(12);(10);(0,2,2,0,0,0,2,1,1,0);()
535;(25);(16);(11);(12);(10);(2,3,3,0,1,2,2,2,3,2);()
536;(43);(42);(17);(12);(12);(3,0,3,0,2,2,2,2,2,2,0,3);()
537;(28);(34);(5);(12);(7);(2,2,0,1,2,2,0);(306)
538;(25);(60);(12);(5);(12);(2,2,0,0,1,1,2,0,1,2,1,1);()
539;(68);(55);(5);(7);(4);(0,2,0,0);()
540;(23);(28);(7);(4);(7);(0,2,2,2,2,1,1);(175)
541;(81);(25);(6);(9);(3);(3,2,1);()
542;(28);(55);(3);(8);(8);(1,3,1,3,3,3,0,2);()
543;(6);(37);(11);(3);(4);(0,1,3,2);()
544;(51);(20);(8);(14);(6);(2,2,2,3,2,3);(111)
545;(41);(50);(5);(4);(14);(2,0,2,3,0,3,3,2,2,0,1,1,1,2);()
546;(42);(40);(8);(13);(9);(1,1,0,3,1,0,0,2,0);()
547;(72);(60);(7);(10);(9);(1,2,2,2,2,1,2,2,0);(83,112,159,217)
548;(16);(9);(4);(8);(10);(1,1,0,3,2,2,1,1,2,0);()
549;(99);(45);(18);(10);(3);(1,1,0);()
550;(73);(36);(8);(5);(2);(0,0);(66,263)
551;(41);(39);(4);(12);(10);(0,0,2,0,0,2,2,0,2,0);(318)
552;(41);(14);(3);(4);(3);(1,2,2);(3)
553;(51);(45);(8);(9);(7);(2,2,3,2,1,1,0);()
554;(19);(54);(13);(18);(7);(0,1,1,1,0,0,3);()
555;(13);(45);(2);(18);(17);(2,2,2,2,0,2,0,0,2,3,1,3,2,3,2,3,3);(63)
556;(42);(43);(4);(5);(5);(0,0,0,0,1);(300)
557;(68);(43);(2);(6);(3);(2,0,0);()
558;(28);(39);(7);(12);(5);(2,0,2,2,2);()
559;(13);(47);(4);(11);(4);(2,2,2,3);()
560;(13);(62);(12);(11);(15);(1,3,0,3,0,2,3,2,2,2,2,1,3,1,1);(76,258)
561;(13);(10);(11);(3);(9);(3,0,0,3,1,1,1,0,1);(27)
562;(70);(67);(5);(10);(3);(1,2,2);()
563;(68);(50);(13);(9);(3);(1,2,0);()
564;(14);(23);(9);(17);(11);(0,0,0,0,2,3,3,3,3,2,2);()
565;(51);(42);(4);(10);(3);(0,0,0);(310)
566;(42);(30);(4);(6);(4);(0,2,0,1);()
567;(13);(22);(14);(9);(11);(3,0,0,0,2,2,1,3,2,2,2);()
568;(16);(35);(5);(17);(3);(2,0,2);(195)
569;(36);(9);(11);(9);(12);(1,1,1,1,2,2,3,0,2,2,2,2);(41,93)
570;(48);(51);(4);(9);(7);(2,1,2,2,2,1,3);()
571;(99);(32);(5);(6);(1);(1);(50,264)
572;(16);(42);(4);(12);(11);(2,3,0,0,3,2,0,2,2,1,2);(23)
573;(14);(62);(7);(11);(10);(3,0,2,0,0,3,1,2,2,2);()
574;(32);(31);(5);(4);(10);(2,0,1,2,0,3,3,3,1,2);()
575;(85);(45);(9);(7);(3);(1,2,1);()
576;(17);(49);(6);(15);(8);(0,0,2,2,1,2,2,2);()
577;(39);(43);(3);(6);(7);(2,2,1,1,0,0,0);()
578;(37);(10);(4);(10);(3);(2,3,1);(207)
579;(85);(65);(7);(10);(5);(0,0,2,1,1);()
580;(8);(42);(9);(8);(0);();(83)
581;(18);(38);(10);(5);(7);(2,3,0,3,1,2,3);()
582;(7);(38);(8);(12);(3);(2,0,3);(150)
583;(74);(43);(7);(15);(4);(3,0,2,2);(54,140,275)
584;(4);(9);(7);(3);(4);(1,2,2,2);(3,62,63,154)
585;(34);(50);(5);(6);(3);(0,2,0);(230)
586;(32);(39);(7);(13);(2);(1,2);(286)
587;(25);(20);(11);(3);(10);(2,0,1,1,0,2,3,0,2,1);(268,344)
588;(72);(42);(5);(13);(3);(3,3,2);()
589;(13);(40);(7);(13);(8);(0,1,2,2,2,0,1,3);(302)
590;(47);(36);(3);(5);(11);(1,2,1,0,2,3,3,0,2,2,2);(299)
591;(32);(38);(3);(12);(16);(0,1,2,0,3,0,0,1,1,2,0,2,0,3,2,1);()
592;(16);(2);(4);(12);(11);(2,1,1,3,0,2,2,2,1,3,1);(67,323)
593;(47);(49);(6);(11);(5);(2,1,3,3,2);(176)
594;(34);(31);(8);(9);(1);(1);()
595;(74);(38);(9);(7);(6);(3,3,0,0,2,1);()
596;(6);(26);(4);(7);(5);(2,3,0,3,1);(110)
597;(13);(47);(8);(5);(6);(1,1,2,0,0,2);(61)
598;(41);(15);(4);(7);(10);(2,1,2,3,0,1,2,2,2,2);(103)
599;(33);(22);(5);(9);(6);(1,1,1,2,1,1);()
600;(47);(34);(2);(13);(14);(3,1,1,2,3,1,1,1,1,1,0,2,2,0);()
601;(23);(55);(3);(7);(5);(1,2,2,2,2);(106,302)
602;(60);(50);(7);(10);(12);(3,3,2,2,1,1,3,3,0,2,0,0);()
603;(28);(15);(7);(8);(4);(3,1,3,1);()
604;(47);(7);(9);(6);(2);(3,1);()
605;(7);(26);(5);(7);(15);(0,2,1,2,2,1,0,0,1,1,3,3,2,2,2);(95,236)
606;(74);(39);(10);(10);(8);(2,0,2,0,3,0,2,2);()
607;(101);(24);(6);(9);(6);(0,2,2,2,2,1);()
608;(74);(3);(5);(5);(8);(1,1,0,3,0,2,1,3);(228,264,332)
609;(14);(58);(5);(9);(11);(1,2,3,0,2,2,0,1,1,3,1);()
610;(51);(7);(3);(6);(9);(2,0,0,2,2,2,2,2,0);(181)
611;(99);(17);(10);(11);(8);(2,2,0,2,3,2,0,2);(253,259)
612;(7);(20);(7);(3);(9);(1,3,1,0,0,2,3,3,2);(32,171)
613;(13);(16);(5);(12);(9);(3,3,1,1,2,0,3,2,2);()
614;(6);(11);(9);(9);(5);(2,0,2,2,1);()
615;(32);(39);(7);(15);(3);(2,2,2);(29,275)
616;(22);(10);(11);(10);(1);(0);(312)
617;(99);(66);(7);(11);(4);(2,2,2,2);(39)
618;(42);(49);(2);(8);(3);(2,2,2);(47,62,107)
619;(41);(42);(2);(9);(1);(1);(191,237)
620;(25);(31);(3);(6);(5);(2,2,1,2,3);()
621;(28);(54);(10);(5);(4);(3,3,3,0);(73)
622;(70);(36);(5);(2);(3);(3,0,2);(71,154)
623;(17);(28);(10);(9);(0);();()
624;(37);(55);(2);(6);(0);();(178)
625;(51);(44);(7);(8);(8);(0,3,2,1,2,2,0,3);()
626;(32);(43);(8);(4);(9);(1,2,0,2,2,2,0,2,0);(90)
627;(44);(35);(3);(18);(6);(0,1,1,1,0,1);(131)
628;(47);(25);(5);(8);(9);(2,2,3,1,0,2,0,2,1);(110,207)
629;(8);(42);(4);(5);(4);(0,1,1,1);()
630;(7);(2);(6);(5);(3);(3,1,1);(151)
631;(19);(32);(10);(7);(6);(0,3,2,2,2,2);()
632;(14);(28);(7);(14);(4);(1,1,0,1);()
633;(36);(31);(9);(5);(7);(1,3,3,1,1,1,1);()
634;(50);(58);(9);(9);(8);(0,3,3,1,1,1,1,1);(198,219)
635;(58);(4);(8);(11);(4);(0,2,2,2);()
636;(34);(11);(7);(5);(2);(2,2);(104)
637;(36);(59);(9);(9);(2);(1,3);()
638;(13);(7);(7);(6);(4);(3,0,0,1);(0)
639;(14);(25);(4);(11);(15);(0,1,2,2,2,0,3,2,3,1,2,3,2,2,1);(256)
640;(35);(47);(4);(11);(11);(0,3,0,2,2,0,1,2,2,2,0);(55,189,297)
641;(99);(42);(3);(8);(6);(0,1,3,3,3,3);(246)
642;(50);(30);(2);(5);(8);(0,1,3,3,0,3,1,1);()
643;(11);(43);(5);(12);(3);(1,0,2);(228,299)
644;(50);(55);(8);(16);(3);(2,1,2);()
645;(35);(54);(9);(7);(4);(0,0,3,1);(76)
646;(41);(2);(6);(13);(8);(3,3,2,2,0,3,2,0);()
647;(13);(14);(4);(3);(8);(1,0,2,2,3,1,2,3);()
648;(51);(25);(8);(9);(6);(2,0,0,0,1,1);(97,105,315)
649;(32);(50);(9);(4);(3);(2,2,0);()
650;(28);(26);(4);(11);(10);(1,1,1,3,0,2,0,2,0,2);(207)
651;(16);(16);(9);(10);(6);(2,1,2,0,2,1);()
652;(73);(52);(5);(10);(9);(3,2,2,2,1,2,2,2,2);()
653;(13);(55);(8);(8);(11);(3,1,1,1,3,3,1,3,0,0,1);(180,313)
654;(58);(43);(8);(10);(9);(2,2,2,1,1,1,3,3,0);(151)
655;(51);(42);(7);(12);(0);();(107,129,289,330)
656;(69);(50);(7);(9);(10);(2,3,0,0,2,3,1,1,3,0);(27)
657;(74);(26);(9);(9);(8);(1,1,1,1,1,1,1,0);()
658;(47);(49);(3);(10);(8);(2,2,2,2,0,2,2,0);(153)
659;(47);(50);(5);(5);(9);(3,1,1,3,1,1,3,2,2);()
660;(74);(65);(3);(7);(4);(0,2,2,3);(130)
661;(13);(67);(5);(15);(3);(1,1,1);()
662;(7);(50);(16);(11);(4);(2,1,1,3);(37,122,222)
663;(22);(60);(6);(10);(6);(1,3,1,1,2,2);()
664;(16);(49);(3);(7);(6);(3,1,2,2,3,0);()
665;(4);(47);(5);(3);(10);(1,3,3,3,3,0,2,1,2,2);()
666;(42);(49);(9);(11);(9);(2,3,0,0,1,1,1,1,1);()
667;(16);(67);(3);(9);(11);(3,1,3,0,0,1,0,0,1,2,3);()
668;(13);(45);(4);(14);(6);(1,1,3,1,1,0);(107,259)
669;(16);(45);(5);(15);(8);(0,2,0,3,3,2,2,0);()
670;(51);(29);(8);(15);(3);(3,1,0);(59)
671;(23);(27);(5);(14);(3);(3,1,2);(46)
672;(50);(14);(7);(9);(6);(3,3,1,1,3,2);(66,310)
673;(22);(15);(8);(3);(15);(1,0,2,2,2,2,0,1,0,1,1,0,1,0,3);()
674;(47);(44);(7);(11);(6);(3,0,2,3,2,2);()
675;(37);(25);(9);(8);(21);(1,0,3,3,1,1,3,3,1,1,1,3,2,3,0,3,1,1,3,3,1);()
676;(4);(42);(5);(13);(5);(3,2,1,1,2);()
677;(13);(16);(8);(3);(9);(1,2,1,1,1,0,0,0,0);(206,284)
678;(81);(33);(10);(6);(7);(3,2,3,2,2,2,0);(138,272,274)
679;(53);(49);(9);(7);(4);(1,3,3,0);(332)
680;(17);(2);(4);(9);(19);(2,2,2,0,0,0,0,3,2,2,2,2,1,3,1,3,2,2,2);()
681;(14);(67);(5);(6);(5);(3,2,1,0,0);()
682;(23);(54);(8);(9);(8);(0,2,0,2,2,3,3,1);(111)
683;(14);(39);(11);(3);(4);(2,2,2,0);(114,190)
684;(25);(50);(11);(4);(8);(2,0,3,2,0,2,1,0);(93)
685;(4);(67);(13);(8);(3);(3,1,1);()
686;(20);(22);(10);(15);(11);(0,0,2,2,1,2,2,2,3,3,0);(8)
687;(70);(44);(7);(10);(5);(1,1,1,1,2);(159,196)
688;(13);(9);(4);(9);(3);(2,2,3);(9,208)
689;(42);(59);(4);(10);(9);(0,2,3,2,2,0,1,0,0);(24)
690;(72);(45);(9);(15);(7);(2,2,2,2,2,1,3);(21,81,200)
691;(13);(49);(9);(15);(10);(2,2,3,3,3,3,1,1,3,1);(319)
692;(37);(17);(5);(16);(4);(2,0,2,0);(166,238,332)
693;(32);(36);(9);(11);(2);(2,0);(33,189)
694;(28);(50);(3);(4);(4);(2,2,0,0);()
695;(37);(2);(5);(5);(9);(1,2,2,2,2,0,0,2,2);(202)
696;(73);(14);(5);(9);(5);(1,1,3,3,1);()
697;(41);(42);(3);(12);(5);(1,2,3,0,1);(274)
698;(25);(4);(4);(8);(8);(3,0,3,3,2,0,2,2);()
699;(20);(40);(7);(6);(2);(2,2);(86,167,267)
700;(25);(38);(8);(8);(4);(2,0,0,0);(10,22,132)
701;(47);(55);(8);(6);(3);(2,2,2);(267)
702;(25);(17);(9);(11);(4);(3,3,0,2);()
703;(58);(49);(5);(7);(7);(0,0,1,0,2,3,2);(154)
704;(50);(54);(9);(7);(6);(1,1,1,3,0,3);(73,264)
705;(60);(55);(17);(9);(6);(2,1,1,3,1,1);()
706;(68);(50);(11);(9);(16);(3,2,0,0,1,3,0,2,2,3,0,2,2,2,0,2);(59)
707;(51);(30);(8);(7);(10);(1,3,1,0,1,1,2,0,0,3);(29,254)
708;(68);(36);(6);(5);(8);(0,1,1,1,1,1,1,1);(136,167,208)
709;(70);(39);(3);(12);(12);(3,1,2,0,2,2,2,2,3,2,2,2);()
710;(73);(20);(7);(19);(9);(2,2,1,0,0,1,0,3,0);()
711;(25);(10);(8);(5);(3);(0,1,3);(85,86)
712;(51);(43);(6);(7);(0);();(146)
713;(81);(34);(8);(8);(4);(2,1,1,3);(90)
714;(16);(16);(11);(5);(3);(2,0,3);()
715;(18);(55);(10);(9);(5);(2,2,2,2,0);()
716;(85);(56);(8);(13);(5);(2,0,1,0,2);()
717;(70);(7);(9);(8);(5);(3,0,2,1,1);(149)
718;(32);(36);(9);(8);(0);();()
719;(32);(14);(7);(15);(3);(2,2,1);()
720;(64);(55);(10);(14);(4);(2,3,0,2);(18)
721;(16);(17);(8);(13);(14);(0,2,0,0,2,2,2,0,0,2,1,1,2,2);(305)
722;(22);(28);(11);(7);(1);(3);()
723;(47);(33);(7);(5);(15);(2,2,0,1,2,0,2,0,1,1,3,0,0,1,2);(292)
724;(96);(39);(6);(6);(10);(0,1,0,2,0,1,2,2,0,3);(31,348)
725;(23);(36);(7);(3);(10);(1,2,0,0,2,0,0,2,2,2);(33)
726;(22);(60);(7);(9);(9);(0,3,3,3,1,1,0,0,2);(41)
727;(25);(34);(11);(10);(9);(2,3,3,3,3,1,1,1,1);()
728;(50);(39);(4);(8);(2);(2,1);()
729;(16);(55);(5);(9);(5);(3,0,1,1,2);(248)
730;(69);(55);(3);(6);(8);(3,3,1,1,3,2,0,0);(334)
731;(41);(32);(5);(21);(6);(1,1,2,0,3,1);(164,205)
732;(35);(47);(4);(8);(11);(3,1,0,0,1,3,2,2,1,3,0);(180)
733;(32);(43);(6);(6);(1);(0);(137)
734;(32);(7);(3);(6);(18);(3,2,1,1,3,1,0,3,3,2,2,1,1,2,2,3,0,3);()
735;(25);(50);(6);(3);(4);(2,2,1,3);(198)
736;(55);(7);(8);(8);(3);(2,1,1);(309)
737;(17);(22);(4);(13);(4);(2,1,0,2);(52,242,281)
738;(43);(25);(13);(16);(10);(0,2,2,2,0,2,1,1,3,0);(47,190)
739;(4);(40);(5);(5);(6);(3,3,1,1,1,3);()
740;(16);(55);(8);(3);(1);(2);(276)
741;(23);(56);(5);(5);(4);(2,2,1,3);()
742;(68);(43);(8);(6);(11);(3,0,0,2,2,2,2,2,1,0,2);()
743;(70);(30);(7);(3);(7);(1,1,1,2,3,3,0);(152)
744;(73);(9);(7);(15);(13);(2,2,2,0,2,2,2,1,1,2,3,0,3);()
745;(72);(60);(4);(5);(0);();(252)
746;(47);(40);(5);(4);(3);(1,3,2);(69)
747;(18);(7);(8);(7);(6);(2,3,3,3,1,1);()
748;(13);(36);(8);(3);(12);(2,2,1,0,1,2,3,3,0,0,0,0);()
749;(58);(45);(8);(12);(5);(2,3,1,1,1);(16)
750;(69);(45);(3);(12);(13);(1,1,3,2,2,0,2,1,1,1,3,1,2);()
751;(4);(66);(4);(3);(7);(2,2,3,0,0,0,0);()
752;(13);(17);(8);(7);(6);(3,0,3,0,1,0);(259)
753;(70);(36);(3);(5);(5);(2,0,2,3,0);()
754;(42);(44);(8);(7);(4);(1,2,2,3);(77)
755;(68);(40);(8);(6);(4);(1,1,2,2);(189,268)
756;(16);(50);(5);(8);(11);(0,2,3,1,1,1,3,2,2,0,2);()
757;(93);(5);(4);(10);(3);(0,3,3);(214)
758;(28);(41);(7);(15);(3);(1,2,3);()
759;(58);(55);(5);(6);(8);(3,1,1,1,0,2,1,1);(174)
760;(13);(44);(5);(9);(2);(3,0);(94,187)
761;(41);(44);(3);(10);(3);(1,2,1);()
762;(47);(34);(3);(7);(4);(1,1,2,2);(32,306,321)
763;(41);(36);(7);(9);(9);(3,1,1,3,2,0,2,1,2);()
764;(50);(55);(11);(6);(6);(0,2,0,2,0,2);(239)
765;(12);(42);(4);(7);(7);(0,0,2,2,3,3,1);(88)
766;(70);(38);(7);(9);(5);(3,0,0,3,3);(79,248)
767;(70);(42);(5);(11);(1);(2);(277,325)
768;(73);(17);(8);(9);(9);(2,2,1,3,3,3,1,2,2);()
769;(25);(50);(6);(9);(1);(1);(220)
770;(25);(62);(8);(6);(9);(2,0,1,2,1,1,1,0,0);(42,45)
771;(17);(31);(5);(13);(4);(2,2,2,0);()
772;(14);(16);(2);(6);(6);(3,3,1,2,2,1);(88)
773;(25);(45);(12);(7);(14);(2,2,0,0,0,1,2,1,1,2,1,3,2,2);(15,193,314)
774;(0);(36);(7);(9);(3);(2,0,2);(281)
775;(73);(10);(4);(11);(7);(2,2,2,2,2,2,1);()
776;(10);(40);(4);(9);(6);(1,1,1,0,3,0);()
777;(14);(67);(4);(13);(9);(1,1,2,0,2,0,2,1,1);(42,301)
778;(25);(52);(4);(9);(8);(3,0,1,0,2,0,1,3);()
779;(37);(37);(5);(10);(2);(1,0);()
780;(64);(43);(4);(6);(7);(2,3,1,2,2,2,2);()
781;(14);(7);(5);(6);(7);(0,0,2,2,3,3,0);()
782;(68);(60);(7);(9);(11);(3,0,2,0,0,2,2,1,3,2,1);()
783;(16);(41);(3);(7);(5);(2,2,2,2,0);(149)
784;(13);(38);(7);(7);(7);(0,2,2,0,2,0,0);(8)
785;(17);(47);(3);(5);(6);(1,1,2,2,0,1);()
